學年度	學期別	課號	永久課號	課程名稱	人數上限	上課時間	上課教室	學分	時數	開課教師	所屬系所名稱	選別	開課系所
101	2	1430	DAC3213	物理化學(二)	30	1CD3AB	SB203	4	4	朱超原	應用化學系分子科學碩士班	必修	應用化學系
101	2	1431	DAC3213	物理化學(二)	9999	1CD5GH	SB211	4	4	孫建文	應用化學系分子科學碩士班	必修	應用化學系
101	2	1432	DAC3218	物化實驗(一)	30	1XEFG	SB219	1	4	吳慶昇	應用化學系	必修	應用化學系
101	2	1433	DAC3218	物化實驗(一)	30	1HYIJ	SB219	1	4	吳慶昇	應用化學系	必修	應用化學系
101	2	1434	DAC4998	導師時間	9999	3GH	SB202	0	2	莊士卿	應用化學系	選修	應用化學系
101	2	1435	DAC4998	導師時間	9999	3GH	SB202	0	2	魏恆理	應用化學系分子科學碩士班	選修	應用化學系
101	2	1437	DAC1203	有機化學（三）	9999	1EF3B	SB211	3	3	蒙國光	應用化學系	必修	應用化學系
101	2	1438	DAC2107	應用數學	9999	1GH2A	SB201	3	3	陳振興	應用化學系	必修	應用化學系
101	2	1439	DAC3201	專題研究(一)	0	6BCD		1	3	孫建文	應用化學系分子科學碩士班	必修	應用化學系
101	2	1440	DAC3304	無機化學（二）	9999	2B3CD	SB211	3	3	吳淑褓	應用化學系	必修	應用化學系
101	2	1441	DAC3308	分析化學實驗（二）	30	4HYIJ	SB219	1	4	吳慶昇	應用化學系	必修	應用化學系
101	2	1442	DAC3308	分析化學實驗（二）	30	4XEFG	SB219	1	4	吳慶昇	應用化學系	必修	應用化學系
101	2	1443	DAC3336	化學應用群論	9999	2EF5C	SB201	3	3	魏恆理	應用化學系分子科學碩士班	必修	應用化學系
101	2	1444	DAC3345	分析化學(三)	9999	4CD5D	SB201	3	3	余艇	應用化學系	選修	應用化學系
101	2	1445	DAC3348	物化特論:生醫光電導論	9999	2EF5C	SB203	3	3	廖奕翰	應用化學系分子科學碩士班	選修	應用化學系
101	2	1447	DAC3202	專題研究(二)	0	6BCD		1	3	孫建文	應用化學系分子科學碩士班	必修	應用化學系
101	2	1448	DAC3331	書報討論Ａ（二）	18	3CD	SB520	1	2	李耀坤	應用化學系	必修	應用化學系
101	2	1449	DAC3332	書報討論Ｂ（二）	18	2CD	SB202	1	2	朱超原	應用化學系分子科學碩士班	必修	應用化學系
101	2	1450	DAC3349	書報討論C（二）	18	2CD	SB520	1	2	重藤真介	應用化學系分子科學碩士班	必修	應用化學系
101	2	1451	DAC3353	整合型化學實驗	10	5EFG		3	3	黃立心	應用化學系	選修	應用化學系
101	2	1452	DAC4101	專題研究(三)	0	6ABCEFG		3	6	孫建文	應用化學系分子科學碩士班	必修	應用化學系
101	2	1453	DAC3356	基礎光譜學：開啟化學之眼	15	4CD5D	SB429	3	3	濱口宏夫	應用化學系	選修	應用化學系
101	2	1457	DMS1114	服務學習(一)	9999	4H	M301	1	1	包曉天	管理科學系	必修	管理科學系
101	2	1458	DMS1205	導師時間	9999	3GH	M301	1	2	包曉天	管理科學系	必修	管理科學系
101	2	1460	DMS2306	心理學	40	4CDX	M301	3	3	黃永昌	管理科學系	選修	管理科學系
101	2	1461	DOM1049	行銷學	50	3CD4B	M205	3	3	張力元	管理科學系	必修	管理科學系
101	2	1463	DMS1314	作業管理	9999	3A4CD	M205	3	3	姜齊	管理科學系	必修	管理科學系
101	2	1464	DMS2513	人力資源管理	50	1G2EF	M205	3	3	王耀德	管理科學系	必修	管理科學系
101	2	1465	DMS3106	產業分析實務	50	2GHY	M301	3	3	陳慧玲	管理科學系	選修	管理科學系
101	2	1466	DMS3528	商事法	60	5BCD	M205	3	3	李珮瑜	管理科學系	選修	管理科學系
101	2	1467	DMS3563	通路的發展、策略與管理	9999	4EFG	M205	3	3	黃鐘鋒	工業工程與管理學系	選修	管理科學系
101	2	1468	DMS4614	策略管理	45	1EF2X	M301	3	3	蕭嬋	管理科學系	選修	管理科學系
101	2	1469	DMS4668	財經專論（二）	50	2BCD	M301	3	3	劉大年	管理科學系	選修	管理科學系
101	2	1472	DTM1141	服務學習(一）	9999	4A	A308	1	1	林貴璽	運輸與物流管理學系	必修	運輸與物流管理學系
101	2	1473	DTM1332	交通工程	9999	4HY5GHY	A901	3	5	林貴璽	運輸與物流管理學系	必修	運輸與物流管理學系
101	2	1474	DTM4703	導師時間	9999	3GH	A307	1	2	吳宗修	運輸與物流管理學系	選修	運輸與物流管理學系
101	2	1476	DOM1050	物流運籌管理	9999	1EF2H	A103 	3	3	黃寬丞	運輸與物流管理學系	必修	運輸與物流管理學系
101	2	1477	DTM4617	管理會計	9999	1B3CD	A310	3	3	郭秀貴	運輸與物流管理學系	必修	運輸與物流管理學系
101	2	1478	DTM4703	導師時間	9999	3GH	A308	1	2	卓訓榮	運輸與物流管理學系	選修	運輸與物流管理學系
101	2	1481	DTM1130	運輸工程(二)	9999	2CD4Y	A901 	3	3	吳水威	運輸與物流管理學系	選修	運輸與物流管理學系
101	2	1482	DTM1324	工程力學	9999	1EF4B	A904	3	3	吳宗修	運輸與物流管理學系	必修	運輸與物流管理學系
101	2	1483	DTM3107	民間參與公共建設之財務規劃	20	2IJK	A905	3	3	郭秀貴	運輸與物流管理學系	選修	運輸與物流管理學系
101	2	1484	DTM4625	運輸規劃	9999	2Y4CD	A308 	3	3	黃家耀	運輸與物流管理學系	必修	運輸與物流管理學系
101	2	1485	DTM4670	號誌控制策略與應用	9999	2B5EF	A904 	3	3	林貴璽	運輸與物流管理學系	選修	運輸與物流管理學系
101	2	1487	DTM4541	運輸政策	9999	1B4EF	A308	3	3	吳水威	運輸與物流管理學系	選修	運輸與物流管理學系
101	2	1494	DEM2301	工作研究	9999	1B4EF	MB405	3	3	陳文智	工業工程與管理學系	必修	工業工程與管理學系
101	2	1497	DEM3318	品質管理	9999	2CD4G	MB405	3	3	張永佳	工業工程與管理學系	必修	工業工程與管理學系
101	2	1498	DEM3511	模擬學	9999	1H5CD	MB520	3	3	巫木誠	工業工程與管理學系	必修	工業工程與管理學系
101	2	1499	DEM4321	工程經濟	65	2EF4B	MB405	3	3	王志軒	工業工程與管理學系	必修	工業工程與管理學系
101	2	1500	DEM4613	設施規劃	9999	1G4CD	MB506	3	3	陳文智	工業工程與管理學系	必修	工業工程與管理學系
101	2	1502	DEM4624	工業與組織心理學	30	1B4EF	MB413	3	3	洪瑞雲	工業工程與管理學系	選修	工業工程與管理學系
101	2	1504	DEM1107	決策分析	9999	1EF4B	MB418	3	3	李榮貴	工業工程與管理學系	選修	工業工程與管理學系
101	2	1507	DIF1079	導師時間	9999	3GH	M-b10	1	2	周幼珍	資訊管理與財務金融系	必修	資訊管理與財務金融系
101	2	1508	DIF1082	社會企業行銷-服務學習(二)	20	3XEF	MB312	3	3	王蕙芝	資訊管理與財務金融系	必修	資訊管理與財務金融系
101	2	1510	DIF1030	投資學	80	3CD4H	M101	3	3	李漢星	財務金融碩博士班	必修	資訊管理與財務金融系
101	2	1511	DOM1048	資料庫管理	40	4CD5B	MB312	3	3	劉敦仁	資訊管理研究所	必修	資訊管理與財務金融系
101	2	1512	DOM1048	資料庫管理	60	4CD5B	M-b10	3	3	陳昌盛	資訊技術服務中心	必修	資訊管理與財務金融系
101	2	1515	DIF1047	財務工程導論	60	2EF4G	M-b09	3	3	戴天時	資訊管理與財務金融系	選修	資訊管理與財務金融系
101	2	1516	DIF1057	商用資料通訊	30	5CDX	MB304	3	3	邱泊寰	資訊管理研究所	選修	資訊管理與財務金融系
101	2	1517	DIF1069	財務計量經濟學	60	1GH2G	M-b09	3	3	謝文良	財務金融碩博士班	選修	資訊管理與財務金融系
101	2	1518	DIF1081	電腦輔助財務模型	30	2CD3B	M-b01	3	3	王克陸	財務金融碩博士班	選修	資訊管理與財務金融系
101	2	1519	DIF1054	總體經濟分析	60	1E3CD	M-b09	3	3	承立平	資訊管理與財務金融系	選修	資訊管理與財務金融系
101	2	1520	DIF1079	導師時間	9999	3GH	M-b09	1	2	周幼珍	資訊管理與財務金融系	必修	資訊管理與財務金融系
101	2	1521	DOM1002	經濟學(二)	140	3CD4B	M-b10	3	3	黃星華	資訊管理與財務金融系	必修	管理學院共同課程
101	2	1522	DOM1002	經濟學(二)	140	3CD4B	AB103	3	3	蕭傑諭	運輸與物流管理學系	必修	管理學院共同課程
101	2	1523	DOM1010	管理學	70	2EFG	A316	3	3	黃仕斌	科技管理研究所	必修	管理學院共同課程
101	2	1524	DOM1010	管理學	70	2EFG	AB103	3	3	任維廉	運輸與物流管理學系	必修	管理學院共同課程
101	2	1525	DOM1010	管理學	70	2EFG	M-b01	3	3	蕭嬋	管理科學系	必修	管理學院共同課程
101	2	1526	DOM1014	線性代數	70	4EF5B	MB520	3	3	巫木誠	工業工程與管理學系	必修	管理學院共同課程
101	2	1527	DOM1014	線性代數	70	4EF5B	A309	3	3	卓訓榮	運輸與物流管理學系	必修	管理學院共同課程
101	2	1528	DOM1014	線性代數	70	4EF5B	A316	3	3	郭家豪	財務金融碩博士班	必修	管理學院共同課程
101	2	1529	DOM1031	會計學(二)	70	1EF2B	M205	3	3	蔡璧徽	管理科學系	必修	管理學院共同課程
101	2	1530	DOM1031	會計學(二)	70	1EF2B	M101	3	3	王淑芬	財務金融碩博士班	必修	管理學院共同課程
101	2	1531	DOM1031	會計學(二)	80	1EF2B	A316	3	3	郭秀貴	運輸與物流管理學系	必修	管理學院共同課程
101	2	1532	DOM1042	統計學(二)	70	1CD3B	A316	3	3	張新立	運輸與物流管理學系	必修	管理學院共同課程
101	2	1533	DOM1042	統計學(二)	70	1CD3B	M101	3	3	謝國文	管理科學系	必修	管理學院共同課程
101	2	1534	DOM1042	統計學(二)	70	1CD3B	M-b01	3	3	周幼珍	資訊管理與財務金融系	必修	管理學院共同課程
101	2	1535	DOM1044	物件導向程式設計	75	1CD3B	MB415	3	3	林春成	工業工程與管理學系	必修	管理學院共同課程
101	2	1536	DOM1044	物件導向程式設計	75	1CD3B	A315	3	3	盛介中	資訊管理研究所	必修	管理學院共同課程
101	2	1537	DOM1044	物件導向程式設計	75	1CD3B	A309	3	3	陳柏安	資訊管理與財務金融系	必修	管理學院共同課程
101	2	1538	DOM1046	作業研究(二)	70	2CD4G	A310	3	3	許錫美	工業工程與管理學系	必修	管理學院共同課程
101	2	1539	DOM1046	作業研究(二)	70	2CD4G	MB520	3	3	洪暉智	工業工程與管理學系	必修	管理學院共同課程
101	2	1540	DOM1046	作業研究(二)	70	2CD4G	A316	3	3	王晉元	運輸與物流管理學系	必修	管理學院共同課程
101	2	1541	DOM1046	作業研究(二)	70	2CD4G	A309	3	3	姚銘忠	運輸與物流管理學系	必修	管理學院共同課程
101	2	1546	DBT1104	物理(二)	9999	2GH5CD	SC151	4	4	吳天鳴	物理研究所	必修	生物科技學系
101	2	1547	DBT1123	分析化學	9999	1CDX	EF252	3	3	林苕吟	生物科技學系	必修	生物科技學系
101	2	1548	DBT1142	普通生物學（二）	65	3XEF	SC109	3	3	楊昀良	生物科技學系	必修	生物科技學系
101	2	1549	DBT1143	普通生物學實驗	9999	4EFG	SC212	1	3	林苕吟	生物科技學系	必修	生物科技學系
101	2	1550	DBT1146	普通生物學實驗二	9999	3YIJ	SC210	1	3	黃慧玲	生物科技學系	必修	生物科技學系
101	2	1551	DBT1163	計算生物概論	45	1FGH	BA301	3	3	楊進木	生物科技學系	輔系	生物科技學系
101	2	1552	DBT2101	有機化學（一）	9999	2B4CD	EF252	3	3	鄭彥如	應用化學系	必修	生物科技學系
101	2	1553	DBT4999	導師時間	9999	3GH	EF252	0	2	柯立偉	生物科技學系	選修	生物科技學系
101	2	1554	DBT1107	服務學習(一)	9999	3IJ	EF252	1	2	黃憲達	生物科技學系	必修	生物科技學系
101	2	1556	DBT2104	有機化學實驗（二）	50	1DXEFGH		2	6	鄭彥如	應用化學系	必修	生物科技學系
101	2	1557	DBT2106	基因工程最佳化設計	9999	6EFG		3	3	何信瑩	生物科技學系	選修	生物科技學系
101	2	1558	DBT2118	生物化學（二）	9999	1B3CD	SC105	3	3	楊裕雄	生物科技學系	必修	生物科技學系
101	2	1559	DBT2128	計算生物(二)	40	5FGH	BA301	3	3	尤禎祥	生物科技學系	選修	生物科技學系
101	2	1560	DBT2131	分子生物學(一)	50	1C2CD	EF254	3	3	曾慶平	生物科技學系	必修	生物科技學系
101	2	1561	DBT2135	基因工程實驗(二)	9999	5IJKL	LI301	1	3	陳文亮	生物科技學系	選修	生物科技學系
101	2	1563	DBT3303	生物化學實驗（一）	60	4EFG	SC256	1	3	吳東昆	生物科技學系	必修	生物科技學系
101	2	1564	DBT3308	物理化學(二)	9999	2EF5E	SC159	3	3	張正宏	物理研究所	必修	生物科技學系
101	2	1565	DBT4999	導師時間	9999	3GH	EF254	0	2	袁俊傑	生物科技學系	選修	生物科技學系
101	2	1567	DBT1133	分析化學實驗	25	2EFGH		1	4	謝有容	應用化學系	必修	生物科技學系
101	2	1570	DBT3302	病理學概論	9999	3CD	EF253	2	2	王志宏	生物科技學系	選修	生物科技學系
101	2	1571	DBT3311	細胞生物學實驗	30	4EFG	SC211	1	3	袁俊傑	生物科技學系	必修	生物科技學系
101	2	1572	DBT4016	書報討論:生化與分生組	12	5CD	BC205	1	2	林苕吟	生物科技學系	必修	生物科技學系
101	2	1573	DBT4017	書報討論:生物醫學組	12	5CD	BC208	1	2	林志生	生物科技學系	必修	生物科技學系
101	2	1574	DBT4018	書報討論:生物資訊組	12	5CD	BC201	1	2	楊進木	生物科技學系	必修	生物科技學系
101	2	1575	DBT4019	書報討論:分子醫學組	12	5CD	BC207	1	2	楊昀良	生物科技學系	必修	生物科技學系
101	2	1576	DBT4220	書報討論:生物物理組	12	5CD	BC202	1	2	高雅婷	生物科技學系	必修	生物科技學系
101	2	1584	DFL1109	計算機概論	75	3EF	CSPC4	2	2	林家瑜	外國語文學系	必修	外國語文學系
101	2	1585	DFL1111	實用翻譯	25	2EF	F207	2	2	吳煒聲	外國語文學系	必修	外國語文學系
101	2	1586	DFL1111	實用翻譯	25	2GH	F207	2	2	吳煒聲	外國語文學系	必修	外國語文學系
101	2	1587	DFL1116	西洋文學概論（二）	9999	2BCD	F326	3	3	李家沂	外國語文學系	必修	外國語文學系
101	2	1588	DFL1121	傳達技巧工作坊(二)	20	4EFG	F203	3	3	闕帝丰	外國語文學系	必修	外國語文學系
101	2	1589	DFL1121	傳達技巧工作坊(二)	20	4EFG	F205	3	3	Mary Ann	外國語文學系	必修	外國語文學系
101	2	1590	DFL1121	傳達技巧工作坊(二)	20	4EFG	F207	3	3	呂巧婕	外國語文學系	必修	外國語文學系
101	2	1591	DFL1201	大一英文（二）	9999	3BCD	F110	3	3	廖秀真	外國語文學系	必修	外國語文學系
101	2	1592	DFL1203	英文作文（二）	20	1CD	F203	2	2	賴郁雯	外國語文學系	必修	外國語文學系
101	2	1593	DFL1203	英文作文（二）	20	1CD	F206	2	2	廖秀真	外國語文學系	必修	外國語文學系
101	2	1594	DFL1203	英文作文（二）	20	1CD	F205	2	2	陳玫萍	外國語文學系	必修	外國語文學系
101	2	1595	DFL1226	語言學概論（二）	75	4CD	F210	2	2	劉辰生	外國語文學系	必修	外國語文學系
101	2	1596	DFL1434	自我探索與生涯發展	35	1GH	F205	2	2	莊景同	諮商中心	選修	外國語文學系
101	2	1597	DFL4999	導師時間	9999	3GH		0	2	林若望	外國語文學系	選修	外國語文學系
101	2	1598	DFL4999	導師時間	9999	3GH		0	2	賴郁雯	外國語文學系	選修	外國語文學系
101	2	1599	DFL4999	導師時間	9999	3GH		0	2	張靄珠	外國語文學系	選修	外國語文學系
101	2	1600	DFL4999	導師時間	9999	3GH		0	2	馮品佳	外國語文學系	選修	外國語文學系
101	2	1601	DFL4999	導師時間	9999	3GH		0	2	潘荷仙	外國語文學系	選修	外國語文學系
101	2	1602	DFL4999	導師時間	9999	3GH		0	2	徐詩思	外國語文學系	選修	外國語文學系
101	2	1603	DFL4999	導師時間	9999	3GH		0	2	劉美君	外國語文學系	選修	外國語文學系
101	2	1604	DFL4999	導師時間	9999	3GH		0	2	Sean Bolton	外國語文學系	選修	外國語文學系
101	2	1605	DFL4999	導師時間	9999	3GH		0	2	盧郁安	外國語文學系	選修	外國語文學系
101	2	1606	DFL4999	導師時間	9999	3GH		0	2	林建國	外國語文學系	選修	外國語文學系
101	2	1607	DFL4999	導師時間	9999	3GH		0	2	廖秀真	外國語文學系	選修	外國語文學系
101	2	1608	DFL1440	服務學習(二)	9999	4Y		0	2	林建國	外國語文學系	必修	外國語文學系
101	2	1610	DFL1407	初級法文(二)	25	1EF	F203	2	2	楊啟嵐	外國語文學系	必修	外國語文學系
101	2	1611	DFL2106	英國文學（二）	9999	2EFG	F110	3	3	Sean Bolton	外國語文學系	必修	外國語文學系
101	2	1612	DFL2108	高級寫作（二）	20	3BCD	F322	3	3	林建國	外國語文學系	必修	外國語文學系
101	2	1613	DFL2108	高級寫作（二）	20	3BCD	F205	3	3	徐詩思	外國語文學系	必修	外國語文學系
101	2	1614	DFL2108	高級寫作（二）	20	3BCD	F203	3	3	潘荷仙	外國語文學系	必修	外國語文學系
101	2	1615	DFL2138	初級日文(二)	40	1CD	F103	2	2	黃秀英	外國語文學系	必修	外國語文學系
101	2	1616	DFL2186	美國小說選讀	25	4EFG	F206	3	3	徐詩思	外國語文學系	選修	外國語文學系
101	2	1617	DFL2221	語音學/音韻學	9999	2BCD	F110	3	3	賴郁雯	外國語文學系	必修	外國語文學系
101	2	1618	DFL4156	初級西班牙文（二）	25	1EF	F207	2	2	詹閔如	外國語文學系	必修	外國語文學系
101	2	1620	DFL1129	商用英文	20	4CD	F205	2	2	Mary Ann	外國語文學系	必修	外國語文學系
101	2	1621	DFL1413	中級法文(二)	25	1GH	F203	2	2	楊啟嵐	外國語文學系	必修	外國語文學系
101	2	1622	DFL2140	中級日文(二)	40	1EF	F103	2	2	黃秀英	外國語文學系	必修	外國語文學系
101	2	1623	DFL2141	科技筆譯	25	5BCD	F207	3	3	吳煒聲	外國語文學系	選修	外國語文學系
101	2	1625	DFL3004	美國文學(二)	9999	3BCD	F326	3	3	張靄珠	外國語文學系	必修	外國語文學系
101	2	1626	DFL3052	美國詩選讀	25	2BCD	F207	3	3	Earl Jackson	外國語文學系	選修	外國語文學系
101	2	1627	DFL3053	音韻專題:語言接觸現象	25	2EFG	F203	3	3	盧郁安	外國語文學系	選修	外國語文學系
101	2	1628	DFL3054	詭惑文學比較	30	4BCD	F322	3	3	周英雄	外國語文學系	選修	外國語文學系
101	2	1629	DFL3055	聽力科學概論與應用	25	5BCD	F203	3	3	戴怡欣	外國語文學系	選修	外國語文學系
101	2	1630	DFL4003	英語能力評鑑	9999			1	1	Sean Bolton	外國語文學系	必修	外國語文學系
101	2	1631	DFL4136	高級日文(二)	40	1GH	F103	2	2	黃秀英	外國語文學系	必修	外國語文學系
101	2	1632	DFL4172	中級西班牙文（二）	25	1GH	F207	2	2	詹閔如	外國語文學系	必修	外國語文學系
101	2	1633	DFL2301	黑色電影	9999	1BCD	F322	3	3	林建國	外國語文學系	必修	外國語文學系
101	2	1634	DFL2141	科技筆譯	25	5EFG	F207	3	3	吳煒聲	外國語文學系	選修	外國語文學系
101	2	1635	DFL4999	導師時間	9999			0	2	李家沂	外國語文學系	選修	外國語文學系
101	2	1636	DFL1432	經典文學選讀	15	4CDX	F101A	3	3	李家沂	外國語文學系	選修	外國語文學系
101	2	1637	DHS1002	世界文明史(二)	9999	2CD	A203	2	2	蔡石山	人文社會學系	必修	人文社會學系
101	2	1638	DHS1004	初級客語(二)	9999	5EFG	HK105	3	3	邱一帆	人文社會學系	選修	人文社會學系
101	2	1639	DHS1004	初級客語(二)	9999	5EFG	HKB09	3	3	盧彥杰	人文社會學系	選修	人文社會學系
101	2	1640	DHS1018	自我探索與願景人生	9999	5CD	A204	2	2	莊景同	諮商中心	選修	人文社會學系
101	2	1641	DHS1025	文學作品讀法	9999	1BCD	SC204	3	3	蔣淑貞	人文社會學系	必修	人文社會學系
101	2	1642	DHS1055	社會學	9999	2EFG	HKB09	3	3	許維德	人文社會學系	必修	人文社會學系
101	2	1643	DHS1067	中國近代社會史	9999	4EFG	HK119	3	3	張藝曦	人文社會學系	選修	人文社會學系
101	2	1644	DHS2003	台灣史	9999	1EFG	HKB09	3	3	黃紹恆	人文社會學系	必修	人文社會學系
101	2	1645	DHS3060	東亞文明史	9999	3BCD	HK105	3	3	黃紹恆	人文社會學系	選修	人文社會學系
101	2	1646	DHS3069	小說、圖像與近代中國城市生活	9999	3BCD	HK120	3	3	張藝曦	人文社會學系	選修	人文社會學系
101	2	1647	DHS4999	導師時間	0	3GH	HK120	1	2	許維德	人文社會學系	必修	人文社會學系
101	2	1648	DHS4999	導師時間	0	3GH	HK105	1	2	劉大和	人文社會學系	必修	人文社會學系
101	2	1649	DHS4999	導師時間	0	3GH	HK119	1	2	莊雅仲	人文社會學系	必修	人文社會學系
101	2	1650	DHS1101	服務學習(一)	9999	2H	HKB09	1	1	簡美玲	人文社會學系	必修	人文社會學系
101	2	1652	DHS1012	人文經典閱讀(二)	9999	2CD	A103	2	2	連瑞枝	人文社會學系	必修	人文社會學系
101	2	1653	DHS1014	社會經典閱讀(二)	9999	4CD	SB202	2	2	簡美玲	人文社會學系	必修	人文社會學系
101	2	1654	DHS2005	中級客語(二)	9999	1EF	HK106	2	2	羅烈師	人文社會學系	選修	人文社會學系
101	2	1655	DHS2014	文化產業概論	9999	2FGH	HK106	3	3	林欽榮	人文社會學系	必修	人文社會學系
101	2	1657	DHS4999	導師時間	0	3GH	HK106	1	2	羅烈師	人文社會學系	必修	人文社會學系
101	2	1658	DHS4999	導師時間	0	3GH	HK409	1	2	黃紹恆	人文社會學系	必修	人文社會學系
101	2	1659	DHS4999	導師時間	0	3GH	HK410	1	2	潘美玲	人文社會學系	必修	人文社會學系
101	2	1661	DHS3005	博物館與文化展演	9999	3BCD	HK119	3	3	羅烈師	人文社會學系	選修	人文社會學系
101	2	1662	DHS3064	政治社會學	9999	1FGH	HK105	3	3	柯朝欽	人文社會學系	選修	人文社會學系
101	2	1663	DHS3066	文化與創意設計	25	4FGH	HK409	3	3	王怡婷	人文社會學系	選修	人文社會學系
101	2	1664	DHS3072	都市人類學	9999	4BCD	HK119	3	3	莊雅仲	人文社會學系	選修	人文社會學系
101	2	1666	DHS3088	人類學理論	9999	2BCD	HK106	3	3	李翹宏	人文社會學系	選修	人文社會學系
101	2	1667	DHS3093	族群與文化展演	9999	4FGH	HK120	3	3	李翹宏	人文社會學系	選修	人文社會學系
101	2	1668	DHS3096	環境人類學	9999	3BCD	HK106	3	3	呂欣怡	人文社會學系	選修	人文社會學系
101	2	1669	DHS3109	文化產業作品賞析	9999	5BCD	HK106	3	3	劉大和	人文社會學系	選修	人文社會學系
101	2	1670	DHS3111	國族與國族主義	9999	4BCD	HK120	3	3	柯朝欽	人文社會學系	選修	人文社會學系
101	2	1671	DHS3097	經濟社會學	9999	4FGH	HK207	3	3	潘美玲	人文社會學系	選修	人文社會學系
101	2	1672	DHS3010	空間與地景	9999	2BCD	HK208	3	3	林欽榮	人文社會學系	選修	人文社會學系
101	2	1673	DCT1019	社會學	45	2BCD	HKB08	3	3	許如婷	傳播與科技學系	必修	傳播與科技學系
101	2	1674	DCT1022	統計學	45	1BCD	HK114	3	3	林崇偉	傳播與科技學系	必修	傳播與科技學系
101	2	1675	DCT1023	傳播科技史概論	45	4BCD	HK104	3	3	林日璇	傳播與科技學系	必修	傳播與科技學系
101	2	1676	DCT1024	影像美學	45	2EFG	HK105	3	3	許峻誠	傳播與科技學系	必修	傳播與科技學系
101	2	1677	DCT1030	進階傳播科技工作坊	45	1EFG	HK114	3	3	鄭琨鴻	教務處	選修	傳播與科技學系
101	2	1678	DCT2032	影視製作	45	4EFG	HK104	3	3	張宏宇	傳播與科技學系	必修	傳播與科技學系
101	2	1679	DCT4999	導師時間	45	3GH	HKB08	0	2	林崇偉	傳播與科技學系	選修	傳播與科技學系
101	2	1680	DCT4999	導師時間	45	3GH	HK122	0	2	張玉佩	傳播與科技學系	選修	傳播與科技學系
101	2	1682	DCT2031	媒體文化與社會	45	2EFG	HKB08	3	3	魏玓	傳播與科技學系	必修	傳播與科技學系
101	2	1683	DCT2033	人機互動概論	45	4BCD	HKB08	3	3	許峻誠	傳播與科技學系	必修	傳播與科技學系
101	2	1684	DCT2035	客家與說服傳播	45	3BCD	HKB08	3	3	林慧斐	傳播與科技學系	選修	傳播與科技學系
101	2	1686	DCT3014	傳播英語	45	1EFG	F109	3	3	楊台恩	傳播研究所	選修	傳播與科技學系
101	2	1687	DCT3060	進階影視製作	20	2BCD	HK215	3	3	黃靜蓉	傳播與科技學系	選修	傳播與科技學系
101	2	1688	DCT4999	導師時間	45	3GH	HK104	0	2	黃靜蓉	傳播與科技學系	選修	傳播與科技學系
101	2	1689	DCT4999	導師時間	45	3GH	HK123	0	2	林日璇	傳播與科技學系	選修	傳播與科技學系
101	2	1691	DCT2009	整合行銷傳播	45	5BCD	HKB08	3	3	林崇偉	傳播與科技學系	選修	傳播與科技學系
101	2	1692	DCT3006	媒體實習	45	2H	HK104	1	1	張宏宇	傳播與科技學系	必修	傳播與科技學系
101	2	1693	DCT3021	新科技與組織傳播	45	4BCD	HKB09	3	3	李美華	傳播與科技學系	選修	傳播與科技學系
101	2	1694	DCT3042	整合數位媒體實作(下)	45	2EFG	HK104	3	3	李美華	傳播與科技學系	必修	傳播與科技學系
101	2	1695	DCT3046	紀錄片規劃與製作(下)	45	1EFG	HK123	3	3	簡偉斯	傳播與科技學系	選修	傳播與科技學系
101	2	1698	DCT3078	3D虛擬創意與製作	45	5BCD	HK104	3	3	張宏宇	傳播與科技學系	選修	傳播與科技學系
101	2	1700	DCT4025	畢業專題(下)	9999	6AB	HK104	2	2	魏玓	傳播與科技學系	必修	傳播與科技學系
101	2	1701	DCT3077	媒體與公民社會	9999	4EFG	HK123	3	3	黃惠萍	傳播研究所	選修	傳播與科技學系
101	2	1705	DCP1175	訊號與系統	60	1CD3B	EC115	3	3	陳永昇	資訊工程學系	選修	電機學院與資訊學院共同課程
101	2	1706	DCP1175	訊號與系統	60	1CD3B	EC114	3	3	蕭子健	資訊工程學系	選修	電機學院與資訊學院共同課程
101	2	1707	UEE2601	訊號與系統	70	1CD3B	ED219	3	3	張文輝	電機工程學系	選修	電機學院與資訊學院共同課程
101	2	1708	UEE2601	訊號與系統	70	1CD3B	EE105	3	3	蔡尚澕	電機工程學系	選修	電機學院與資訊學院共同課程
101	2	1709	UEE2601	訊號與系統	70	1CD3B	EDB26	3	3	王忠炫	電機工程學系	選修	電機學院與資訊學院共同課程
101	2	1901	DOS1007	專題研究	9999	1AB		2	2	楊一帆	應用數學系	必修	台中一中科學班
101	2	1902	DCP1224	計算機科學概論(二)	9999	2EFG	ED305	3	3	袁賢銘	資訊工程學系	必修	台中一中科學班
101	2	1921	DOA1002	領導與團隊學習專題	9999	4IJ	A305	2	2	林紹胤	通識教育中心	必修	教務處
101	2	1922	DOA1001	領袖人才培育講座	9999	2IJ		1	1	方凱田	電機工程學系	必修	教務處
101	2	3101	CCP1043	網頁應用系統設計	30	2BCD	CS	3	3	廖文宏	資訊技術服務中心	選修	資訊技術服務中心
101	2	3102	CCP1044	網路資訊系統建置管理實務	30	2IJK	CS	3	3	陳昌盛	資訊技術服務中心	選修	資訊技術服務中心
101	2	3201	LIB1010	數位圖書館應用	30	2CD	圖館	2	2	黃明居	圖書館	必修	圖書館
101	2	3202	LIB1016	數位資源組織與知識管理	30	4CD	圖館	2	2	黃明居	圖書館	選修	圖書館
101	2	3301	COM1101	入門華語(一)	15	1IJ	A508	2	2	鄭彩娥	華語中心	選修	華語中心
